"Species","lon","lat"
"Anthyllis cytisoides",-2.0907,37.8533
"Anthyllis cytisoides",-2.0708,37.6278
"Anthyllis cytisoides",2.5907,41.8024
"Anthyllis cytisoides",-2.8072,37.6854
"Anthyllis cytisoides",-0.93,38.65
"Anthyllis cytisoides",-3.68,37.67
"Anthyllis cytisoides",-1.63,37.66
"Anthyllis cytisoides",-3.56,36.77
"Anthyllis cytisoides",-0.83,37.92
"Anthyllis cytisoides",-0.95,37.92
"Anthyllis cytisoides",-2.09,37.13
"Anthyllis cytisoides",-2.21,37.13
"Anthyllis cytisoides",-4.841,36.685
"Anthyllis cytisoides",-2.30417,36.89139
"Anthyllis cytisoides",-2.17482,37.02927
"Anthyllis cytisoides",-2.0036,37.26391
"Anthyllis cytisoides",-1.97316,36.9819
"Anthyllis cytisoides",-6.04596,36.42507
"Anthyllis cytisoides",-2.56721,36.98145
"Anthyllis cytisoides",-4.38706,36.83007
"Anthyllis cytisoides",-2.51338,36.96371
"Anthyllis cytisoides",-2.17268,37.34087
"Anthyllis cytisoides",-2.25703,37.40493
"Anthyllis cytisoides",-2.12763,37.57443
"Anthyllis cytisoides",-3.08587,36.91343
"Anthyllis cytisoides",-2.41498,37.00116
"Anthyllis cytisoides",-3.95215,37.14348
"Anthyllis cytisoides",-2.82668,37.61987
"Anthyllis cytisoides",-2.07527,37.12168
"Anthyllis cytisoides",-2.11814,37.11704
"Anthyllis cytisoides",-2.41492,37.16383
"Anthyllis cytisoides",-2.52992,37.08516
"Anthyllis cytisoides",-2.59483,36.94943
"Anthyllis cytisoides",-1.83336,37.37808
"Anthyllis cytisoides",-2.99783,36.88012
"Anthyllis cytisoides",-2.41883,37.15017
"Anthyllis cytisoides",-2.002,37.09356
"Anthyllis cytisoides",-2.89949,37.58607
"Anthyllis cytisoides",-1.046,37.594
"Anthyllis cytisoides",-0.1,40.1
"Anthyllis cytisoides",2.91,39.53
"Anthyllis cytisoides",-0.46,38.47
"Anthyllis cytisoides",-1.1,52.98
"Anthyllis cytisoides",-3.82,34.65
"Anthyllis cytisoides",-2.7842,37.8116
"Anthyllis cytisoides",-4.2614,37.1651
"Anthyllis cytisoides",-3.493,36.7742
"Anthyllis cytisoides",-1.8758,38.5274
"Anthyllis cytisoides",-2.3448,37.3953
"Anthyllis cytisoides",-2.2666,37.3048
"Anthyllis cytisoides",-2.6741,36.9911
"Anthyllis cytisoides",0.9743,41.1458
"Anthyllis cytisoides",-0.7415,40.2858
"Anthyllis cytisoides",-0.2857,39.9157
"Anthyllis cytisoides",-0.7003,39.7625
"Anthyllis cytisoides",-1.0764,39.2468
"Anthyllis cytisoides",-0.2287,39.8783
"Anthyllis cytisoides",2.4064,39.5495
"Anthyllis cytisoides",2.4006,41.5404
"Anthyllis cytisoides",-0.9577,38.542
"Anthyllis cytisoides",-0.3373,38.5655
"Anthyllis cytisoides",-0.4755,38.5506
"Anthyllis cytisoides",-0.4644,38.5413
"Anthyllis cytisoides",-0.8981,38.4193
"Anthyllis cytisoides",-1.0431,38.3542
"Anthyllis cytisoides",-1.0728,38.5259
"Anthyllis cytisoides",-2.1,36.86
"Anthyllis cytisoides",-1.39,38.56
"Anthyllis cytisoides",-0.42,39.81
"Anthyllis cytisoides",-3.22,37.49
"Anthyllis cytisoides",-3.22,37.67
"Anthyllis cytisoides",-0.35,38.63
"Anthyllis cytisoides",-1.63,37.84
"Anthyllis cytisoides",-3.56,36.86
"Anthyllis cytisoides",-3.33,37.22
"Anthyllis cytisoides",0,38.72
"Anthyllis cytisoides",-1.17,38.2
"Anthyllis cytisoides",-1.68,37.34
"Anthyllis cytisoides",-0.34,39.82
"Anthyllis cytisoides",-3.01667,36.8667
"Anthyllis cytisoides",-3.80793,36.76276
"Anthyllis cytisoides",-4.916,36.54
"Anthyllis cytisoides",-5.178,36.733
"Anthyllis cytisoides",-4.0888,37.48843
"Anthyllis cytisoides",-5.41248,36.94097
"Anthyllis cytisoides",-3.44579,36.92748
"Anthyllis cytisoides",-2.28008,36.92369
"Anthyllis cytisoides",-2.52524,37.11984
"Anthyllis cytisoides",-2.40728,37.0308
"Anthyllis cytisoides",-2.42394,37.0586
"Anthyllis cytisoides",-4.39476,37.06461
"Anthyllis cytisoides",-2.23186,37.28904
"Anthyllis cytisoides",-2.53948,37.14096
"Anthyllis cytisoides",-2.69398,36.95869
"Anthyllis cytisoides",-2.03101,37.03575
"Anthyllis cytisoides",-3.84356,36.98901
"Anthyllis cytisoides",-2.04913,37.11841
"Anthyllis cytisoides",-1.90098,37.08356
"Anthyllis cytisoides",-2.15537,37.03386
"Anthyllis cytisoides",-1.96793,37.18299
"Anthyllis cytisoides",-5.34201,36.38807
"Anthyllis cytisoides",-2.05188,37.23155
"Anthyllis cytisoides",-2.22994,37.42858
"Anthyllis cytisoides",-2.27811,37.49019
"Anthyllis cytisoides",-2.54247,37.34647
"Anthyllis cytisoides",-2.38,37
"Anthyllis cytisoides",-5.726,36.454
"Anthyllis cytisoides",-1.09,39.33
"Anthyllis cytisoides",-0.23,40.271
"Anthyllis cytisoides",-1.99,36.95
"Anthyllis cytisoides",-5.01,36.67
"Anthyllis cytisoides",-0.84,37.93
"Anthyllis cytisoides",-0.341,38.53133
"Anthyllis cytisoides",-0.03328,40.1162
"Anthyllis cytisoides",-0.65482,38.32906
"Anthyllis cytisoides",-0.909,39.619
"Anthyllis cytisoides",-0.17303,38.94908
"Anthyllis cytisoides",-0.38358,39.49453
"Anthyllis cytisoides",-3.46,36.8735
"Anthyllis cytisoides",-2.6838,37.3697
"Anthyllis cytisoides",-1.2718,39.3129
"Anthyllis cytisoides",-1.8084,38.4366
"Anthyllis cytisoides",-1.7058,38.4085
"Anthyllis cytisoides",-1.9231,38.4287
"Anthyllis cytisoides",-3.1589,37.7215
"Anthyllis cytisoides",-0.2695,38.537
"Anthyllis cytisoides",-0.3164,38.511
"Anthyllis cytisoides",-0.5452,38.525
"Anthyllis cytisoides",-0.8268,38.3144
"Anthyllis cytisoides",-1.3085,38.2592
"Anthyllis cytisoides",-1.7494,37.8682
"Anthyllis cytisoides",-1.1915,37.906
"Anthyllis cytisoides",-1.8772,37.6893
"Anthyllis cytisoides",-2.0677,37.8712
"Anthyllis cytisoides",0.8204,41.116
"Anthyllis cytisoides",0.5748,40.994
"Anthyllis cytisoides",-0.0079,40.116
"Anthyllis cytisoides",-0.7553,40.223
"Anthyllis cytisoides",-0.6824,39.6
"Anthyllis cytisoides",-1.144,39.32
"Anthyllis cytisoides",-0.5729,39.7329
"Anthyllis cytisoides",-0.89,39.82
"Anthyllis cytisoides",-0.91,39.37
"Anthyllis cytisoides",-3.22,37.58
"Anthyllis cytisoides",-1.37,39.19
"Anthyllis cytisoides",0.49,41.16
"Anthyllis cytisoides",-0.68,51.78
"Anthyllis cytisoides",-1.26,39.28
"Anthyllis cytisoides",-4.79,36.67
"Anthyllis cytisoides",-1.29,37.75
"Anthyllis cytisoides",2.48,39.52
"Anthyllis cytisoides",-0.42,39.69
"Anthyllis cytisoides",-0.8,38.4
"Anthyllis cytisoides",-1.75,37.3
"Anthyllis cytisoides",-0.85666,39.23394
"Anthyllis cytisoides",-2.972,37.736
"Anthyllis cytisoides",-4.339,36.773
"Anthyllis cytisoides",-3.903,36.849
"Anthyllis cytisoides",-2.01777,37.27838
"Anthyllis cytisoides",-5.43797,36.98315
"Anthyllis cytisoides",-2.5589,37.00459
"Anthyllis cytisoides",-1.88568,37.35263
"Anthyllis cytisoides",-2.43693,37.0149
"Anthyllis cytisoides",-1.97182,37.49529
"Anthyllis cytisoides",-4.69252,36.78213
"Anthyllis cytisoides",-2.68137,37.1108
"Anthyllis cytisoides",-2.65415,37.3777
"Anthyllis cytisoides",-3.01016,36.80763
"Anthyllis cytisoides",-2.66653,37.66571
"Anthyllis cytisoides",-5.40985,36.99626
"Anthyllis cytisoides",-4.86203,36.85627
"Anthyllis cytisoides",-4.73,36.60472
"Anthyllis cytisoides",-2.13142,37.17717
"Anthyllis cytisoides",-2.25016,37.28832
"Anthyllis cytisoides",-0.758,39.589
"Anthyllis cytisoides",-0.29171,38.86181
"Anthyllis cytisoides",-0.63417,38.95935
"Anthyllis cytisoides",-0.88868,38.15329
"Anthyllis cytisoides",0.34905,40.39454
"Anthyllis cytisoides",-4.62119,36.7093
"Anthyllis cytisoides",2.52059,39.47261
"Anthyllis cytisoides",-0.78,39.72
"Anthyllis cytisoides",-0.81,38.55
"Anthyllis cytisoides",0.97,41.17
"Anthyllis cytisoides",-0.33,39.35
"Anthyllis cytisoides",0.51,40.8
"Anthyllis cytisoides",-3.5048,36.8643
"Anthyllis cytisoides",-2.1348,40.791
"Anthyllis cytisoides",-2.1229,40.791
"Anthyllis cytisoides",-1.7171,38.4176
"Anthyllis cytisoides",-2.4401,38.234
"Anthyllis cytisoides",-0.2921,38.5465
"Anthyllis cytisoides",-0.2813,38.5282
"Anthyllis cytisoides",-0.3282,38.5023
"Anthyllis cytisoides",-0.0947,38.6048
"Anthyllis cytisoides",-0.9485,38.4607
"Anthyllis cytisoides",-0.4861,38.5778
"Anthyllis cytisoides",-1.6405,38.2275
"Anthyllis cytisoides",-1.504,38.1988
"Anthyllis cytisoides",-1.6876,38.1469
"Anthyllis cytisoides",-1.2146,37.8884
"Anthyllis cytisoides",-1.2262,37.8795
"Anthyllis cytisoides",-1.1924,37.87
"Anthyllis cytisoides",-1.6383,37.7318
"Anthyllis cytisoides",-2.1993,37.2683
"Anthyllis cytisoides",-2.4044,36.9991
"Anthyllis cytisoides",-0.1285,40.038
"Anthyllis cytisoides",-0.7493,39.6914
"Anthyllis cytisoides",-0.458,39.6854
"Anthyllis cytisoides",-0.7484,39.358
"Anthyllis cytisoides",-0.3049,39.1234
"Anthyllis cytisoides",-0.4016,39.0085
"Anthyllis cytisoides",-0.8292,39.7469
"Anthyllis cytisoides",2.4062,39.5765
"Anthyllis cytisoides",2.4066,39.5315
"Anthyllis cytisoides",-2.3445,37.4224
"Anthyllis cytisoides",-2.4577,37.4049
"Anthyllis cytisoides",-2.5029,37.3961
"Anthyllis cytisoides",-2.3565,37.3413
"Anthyllis cytisoides",-0.8,37.97
"Anthyllis cytisoides",-1.958,37.164
"Anthyllis cytisoides",-0.41336,38.68438
"Anthyllis cytisoides",-4.62039,36.64991
"Anthyllis cytisoides",-4.6302,36.64572
"Anthyllis cytisoides",-4.63,37.08
"Anthyllis cytisoides",-4.70721,36.61994
"Anthyllis cytisoides",-3.892,36.858
"Anthyllis cytisoides",-5.1,39.1
"Anthyllis cytisoides",-5.1,43.1
"Anthyllis cytisoides",-2.00338,37.27484
"Anthyllis cytisoides",-2.45835,37.0073
"Anthyllis cytisoides",-3.60909,37.63478
"Anthyllis cytisoides",-2.01512,37.28831
"Anthyllis cytisoides",-3.54687,36.76511
"Anthyllis cytisoides",-2.00974,37.31174
"Anthyllis cytisoides",-2.14328,37.26637
"Anthyllis cytisoides",-2.90458,37.14875
"Anthyllis cytisoides",-2.08303,37.55184
"Anthyllis cytisoides",-2.96251,36.86558
"Anthyllis cytisoides",-1.76588,37.25506
"Anthyllis cytisoides",-2.61897,37.35749
"Anthyllis cytisoides",-2.17529,37.28247
"Anthyllis cytisoides",-1.98311,37.21534
"Anthyllis cytisoides",-2.25197,37.27851
"Anthyllis cytisoides",-2.19694,37.28875
"Anthyllis cytisoides",-2.07011,37.49464
"Anthyllis cytisoides",-2.39358,37.76547
"Anthyllis cytisoides",-3.34,37.32
"Anthyllis cytisoides",2.97,39.36
"Anthyllis cytisoides",1.56,39.07
"Anthyllis cytisoides",-2.55,37.04
"Anthyllis cytisoides",-3.67,37.49
"Anthyllis cytisoides",-0.66,39.72
"Anthyllis cytisoides",-3.44,36.77
"Anthyllis cytisoides",-0.47,38.46
"Anthyllis cytisoides",-0.94,38.1
"Anthyllis cytisoides",0.9176,41.0547
"Anthyllis cytisoides",-1.0402,39.7147
"Anthyllis cytisoides",-1.0986,39.2832
"Anthyllis cytisoides",-0.4952,39.2988
"Anthyllis cytisoides",-0.312,40.1415
"Anthyllis cytisoides",-0.2039,39.9137
"Anthyllis cytisoides",-0.2185,39.842
"Anthyllis cytisoides",2.4294,39.5856
"Anthyllis cytisoides",-4.7961,36.9149
"Anthyllis cytisoides",-4.5284,36.9997
"Anthyllis cytisoides",-0.8187,38.5845
"Anthyllis cytisoides",-0.2446,38.5904
"Anthyllis cytisoides",-0.4182,38.5493
"Anthyllis cytisoides",-0.9251,38.4783
"Anthyllis cytisoides",-0.9505,38.3887
"Anthyllis cytisoides",-0.9655,38.2628
"Anthyllis cytisoides",-0.7708,38.2773
"Anthyllis cytisoides",-1.5607,38.2175
"Anthyllis cytisoides",-1.5498,38.1904
"Anthyllis cytisoides",-1.3083,38.2682
"Anthyllis cytisoides",-1.0217,38.2998
"Anthyllis cytisoides",-1.4136,38.1525
"Anthyllis cytisoides",-1.2267,37.8615
"Anthyllis cytisoides",-0.9634,37.9293
"Anthyllis cytisoides",-1.6079,37.5332
"Anthyllis cytisoides",-2.3169,42.6477
"Anthyllis cytisoides",-2.5823,37.3423
"Anthyllis cytisoides",-2.3331,37.4313
"Anthyllis cytisoides",-2.5621,36.9366
"Anthyllis cytisoides",-2.4927,42.0182
"Anthyllis cytisoides",-2.9887,37.4783
"Anthyllis cytisoides",-1.2279,39.2131
"Anthyllis cytisoides",-1.8765,38.4823
"Anthyllis cytisoides",-2.0838,38.403
"Anthyllis cytisoides",-1.5925,38.3441
"Anthyllis cytisoides",-0.36,38.55
"Anthyllis cytisoides",-0.72,38.43
"Anthyllis cytisoides",-3.198,37.592
"Anthyllis cytisoides",-0.03713,39.9362
"Anthyllis cytisoides",-1.822,37.964
"Anthyllis cytisoides",-2.1808,37.85701
"Anthyllis cytisoides",-4.87273,36.58844
"Anthyllis cytisoides",-2.20373,37.36953
"Anthyllis cytisoides",-2.15721,37.32247
"Anthyllis cytisoides",-5.26164,36.39906
"Anthyllis cytisoides",-4.38384,37.07269
"Anthyllis cytisoides",-3.48871,37.16782
"Anthyllis cytisoides",-3.10882,36.95607
"Anthyllis cytisoides",-2.77731,37.38347
"Anthyllis cytisoides",-2.3211,37.31931
"Anthyllis cytisoides",-2.27871,36.96277
"Anthyllis cytisoides",-3.20354,37.38593
"Anthyllis cytisoides",-1.73645,37.43788
"Anthyllis cytisoides",-1.85148,37.09601
"Anthyllis cytisoides",-2.2808,36.88752
"Anthyllis cytisoides",-2.61024,37.07984
"Anthyllis cytisoides",-1.92609,37.52717
"Anthyllis cytisoides",-1.91968,37.49716
"Anthyllis cytisoides",-2.62964,37.65936
"Anthyllis cytisoides",-3.11,37.41
"Anthyllis cytisoides",-3.17,38.08
"Anthyllis cytisoides",0.003,40.094
"Anthyllis cytisoides",-6.6439,37.9594
"Anthyllis cytisoides",-2.2656,37.4039
"Anthyllis cytisoides",-2.651,37.1352
"Anthyllis cytisoides",-2.3131,37.1518
"Anthyllis cytisoides",0.9275,41.1179
"Anthyllis cytisoides",0.0103,40.062
"Anthyllis cytisoides",-0.8005,40.2779
"Anthyllis cytisoides",-1.493,41.3879
"Anthyllis cytisoides",2.4646,39.5588
"Anthyllis cytisoides",-8.5712,42.919
"Anthyllis cytisoides",-3.1464,37.1537
"Anthyllis cytisoides",-2.4078,37.9995
"Anthyllis cytisoides",-3.1699,37.5953
"Anthyllis cytisoides",-1.9789,38.5373
"Anthyllis cytisoides",-1.8306,38.4819
"Anthyllis cytisoides",-1.5792,38.443
"Anthyllis cytisoides",-0.06149,38.85624
"Anthyllis cytisoides",-2.08,38.48
"Anthyllis cytisoides",-0.44,39.27
"Anthyllis cytisoides",-3.56,37.58
"Anthyllis cytisoides",-2.21,36.95
"Anthyllis cytisoides",-5.78,36.38
"Anthyllis cytisoides",-2.77,36.86
"Anthyllis cytisoides",-0.4064,38.5581
"Anthyllis cytisoides",-0.4873,38.5418
"Anthyllis cytisoides",-0.4418,38.5318
"Anthyllis cytisoides",-0.1062,38.6051
"Anthyllis cytisoides",-1.3278,38.4127
"Anthyllis cytisoides",-1.6731,38.318
"Anthyllis cytisoides",-1.7419,38.3097
"Anthyllis cytisoides",-1.7535,38.3008
"Anthyllis cytisoides",-1.2487,37.8889
"Anthyllis cytisoides",-1.1921,37.879
"Anthyllis cytisoides",-1.2153,37.8613
"Anthyllis cytisoides",-1.2496,37.8528
"Anthyllis cytisoides",-1.1339,37.9322
"Anthyllis cytisoides",-1.5507,37.5685
"Anthyllis cytisoides",-1.0015,38.2003
"Anthyllis cytisoides",-1.33,38.7
"Anthyllis cytisoides",-2.1,38.1
"Anthyllis cytisoides",-4.07206,37.63037
"Anthyllis cytisoides",-2.29135,36.87342
"Anthyllis cytisoides",-2.0143,37.21918
"Anthyllis cytisoides",-3.53621,36.80987
"Anthyllis cytisoides",-3.12565,36.91412
"Anthyllis cytisoides",-2.0493,37.29411
"Anthyllis cytisoides",-2.96827,36.81909
"Anthyllis cytisoides",-2.57711,36.91979
"Anthyllis cytisoides",-1.75311,37.28301
"Anthyllis cytisoides",-2.10037,37.17455
"Anthyllis cytisoides",-2.2216,37.46668
"Anthyllis cytisoides",-2.14619,37.17756
"Anthyllis cytisoides",-2.24893,37.18763
"Anthyllis cytisoides",-2.09585,37.51331
"Anthyllis cytisoides",-3.00721,36.84878
"Anthyllis cytisoides",-2.61662,37.06735
"Anthyllis cytisoides",-2.14795,37.1237
"Anthyllis cytisoides",-4.1717,37.46606
"Anthyllis cytisoides",-4.16106,37.59649
"Anthyllis cytisoides",-1.97,37.36
"Anthyllis cytisoides",-1.04,38.08
"Anthyllis cytisoides",-0.82,38.24
"Anthyllis cytisoides",-4.6091,36.63437
"Anthyllis cytisoides",-0.59407,40.12966
"Anthyllis cytisoides",-0.13643,39.84901
"Anthyllis cytisoides",-0.00579,38.67218
"Anthyllis cytisoides",-0.52822,38.68686
"Anthyllis cytisoides",-0.35957,40.12455
"Anthyllis cytisoides",-0.55,39.63
"Anthyllis cytisoides",-1.06,38.11
"Anthyllis cytisoides",-1.07,37.66
"Anthyllis cytisoides",-2.7057,42.9735
"Anthyllis cytisoides",0.9502,41.1544
"Anthyllis cytisoides",-0.7502,39.6644
"Anthyllis cytisoides",-0.7042,39.6454
"Anthyllis cytisoides",-1.0275,39.7505
"Anthyllis cytisoides",-0.2936,39.1141
"Anthyllis cytisoides",2.4645,39.5678
"Anthyllis cytisoides",2.4764,39.5318
"Anthyllis cytisoides",1.761,41.7604
"Anthyllis cytisoides",2.1697,41.7821
"Anthyllis cytisoides",2.3885,41.5493
"Anthyllis cytisoides",-0.3154,38.538
"Anthyllis cytisoides",-0.3501,38.5298
"Anthyllis cytisoides",-0.3275,38.5203
"Anthyllis cytisoides",-0.2574,38.5547
"Anthyllis cytisoides",-0.1546,38.5432
"Anthyllis cytisoides",-0.4889,38.4968
"Anthyllis cytisoides",-1.6279,38.2904
"Anthyllis cytisoides",-1.7186,37.6786
"Anthyllis cytisoides",-2.0161,40.7991
"Anthyllis cytisoides",-2.0711,38.502
"Anthyllis cytisoides",-1.7623,38.4541
"Anthyllis cytisoides",-1.8434,38.4009
"Anthyllis cytisoides",-1.7983,38.3554
"Anthyllis cytisoides",-2.4012,37.4047
"Anthyllis cytisoides",-1.9872,37.1044
"Anthyllis cytisoides",-2.52,37.365
"Anthyllis cytisoides",2.81697,42.77182
"Anthyllis cytisoides",-0.61,38.36
"Anthyllis cytisoides",-2.44,36.95
"Anthyllis cytisoides",-5.68,36.48
"Anthyllis cytisoides",-2.21,37.22
"Anthyllis cytisoides",-3.948,36.849
"Anthyllis cytisoides",-5.306,36.497
"Anthyllis cytisoides",-0.9,38.1
"Anthyllis cytisoides",-2.13233,37.86972
"Anthyllis cytisoides",-2.30787,36.8338
"Anthyllis cytisoides",-2.0822,37.45335
"Anthyllis cytisoides",-2.16026,37.33907
"Anthyllis cytisoides",-3.95334,37.05177
"Anthyllis cytisoides",-1.9811,37.33479
"Anthyllis cytisoides",-1.68545,37.39346
"Anthyllis cytisoides",-5.17558,37.03068
"Anthyllis cytisoides",-2.25779,37.50174
"Anthyllis cytisoides",-2.04526,37.37698
"Anthyllis cytisoides",5.53916,43.21694
"Anthyllis cytisoides",1.0675,41.2195
"Anthyllis cytisoides",0.8029,40.9265
"Anthyllis cytisoides",-1.1155,39.0852
"Anthyllis cytisoides",2.4647,39.5408
"Anthyllis cytisoides",-4.8079,36.9417
"Anthyllis cytisoides",-0.2678,38.582
"Anthyllis cytisoides",-0.4631,38.5774
"Anthyllis cytisoides",-0.9586,38.5105
"Anthyllis cytisoides",-0.2553,38.6087
"Anthyllis cytisoides",-1.6733,38.309
"Anthyllis cytisoides",-1.7763,38.3011
"Anthyllis cytisoides",-1.2281,38.2761
"Anthyllis cytisoides",-1.0909,38.2739
"Anthyllis cytisoides",-1.6995,38.12
"Anthyllis cytisoides",-1.6471,37.8671
"Anthyllis cytisoides",-1.6154,37.7405
"Anthyllis cytisoides",-2.4461,37.4409
"Anthyllis cytisoides",-2.7411,37.1355
"Anthyllis cytisoides",-2.4043,37.0081
"Anthyllis cytisoides",-2.7078,36.9912
"Anthyllis cytisoides",-2.2992,37.4311
"Anthyllis cytisoides",-2.8753,37.6585
"Anthyllis cytisoides",-1.5777,38.5151
"Anthyllis cytisoides",-1.7739,38.4452
"Anthyllis cytisoides",-1.7631,38.4091
"Anthyllis cytisoides",-1.5577,38.3707
"Anthyllis cytisoides",-1.5093,38.4962
"Anthyllis cytisoides",-1.7846,38.4904
"Anthyllis cytisoides",-1.6151,38.3624
"Anthyllis cytisoides",-4.02,37.85
"Anthyllis cytisoides",-0.06,40.25
"Anthyllis cytisoides",-3.67,36.77
"Anthyllis cytisoides",3.11,39.74
"Anthyllis cytisoides",-1.51,38.11
"Anthyllis cytisoides",-3,36.86
"Anthyllis cytisoides",-4.73333,36.98409
"Anthyllis cytisoides",2.74933,42.78611
"Anthyllis cytisoides",-6.64897,38.50911
"Anthyllis cytisoides",-4.85,36.55
"Anthyllis cytisoides",-5.18,36.44
"Anthyllis cytisoides",-5.143,37.464
"Anthyllis cytisoides",-1.159,37.604
"Anthyllis cytisoides",-3.1,41.1
"Anthyllis cytisoides",-2.5396,37.04578
"Anthyllis cytisoides",-2.16869,36.95514
"Anthyllis cytisoides",-3.06111,37.70168
"Anthyllis cytisoides",-4.4016,37.05306
"Anthyllis cytisoides",-2.67257,37.79716
"Anthyllis cytisoides",-1.86628,37.07839
"Anthyllis cytisoides",-2.09963,37.44307
"Anthyllis cytisoides",-2.57783,36.86557
"Anthyllis cytisoides",-2.10366,37.2681
"Anthyllis cytisoides",-1.89849,37.49267
"Anthyllis cytisoides",-2.08539,37.47433
"Anthyllis cytisoides",-2.21059,37.46983
"Anthyllis cytisoides",-2.23501,37.14423
"Anthyllis cytisoides",-2.58382,37.68633
"Anthyllis cytisoides",1.15218,41.1297
"Anthyllis cytisoides",-0.06,38.55
"Anthyllis cytisoides",-0.52,38.47
"Anthyllis cytisoides",-0.66,38.03
"Anthyllis cytisoides",-0.29512,38.77179
"Anthyllis cytisoides",-0.85939,39.14389
"Anthyllis cytisoides",-1.97,38.3
"Anthyllis cytisoides",-1.05,38.47
"Anthyllis cytisoides",0.4,40.53
"Anthyllis cytisoides",-1.28,38.38
"Anthyllis cytisoides",-2.66,36.77
"Anthyllis cytisoides",-2.77,36.77
"Anthyllis cytisoides",2.5309,41.7571
"Anthyllis cytisoides",-3.2577,36.7659
"Anthyllis cytisoides",-1.9096,38.5637
"Anthyllis cytisoides",-1.9224,38.4737
"Anthyllis cytisoides",-2.0608,38.4118
"Anthyllis cytisoides",-1.6035,38.3712
"Anthyllis cytisoides",-1.8321,38.3918
"Anthyllis cytisoides",-1.6042,38.3352
"Anthyllis cytisoides",-0.2918,38.5555
"Anthyllis cytisoides",-0.3043,38.5288
"Anthyllis cytisoides",-0.7588,38.2951
"Anthyllis cytisoides",-1.7522,38.3729
"Anthyllis cytisoides",-1.6762,38.1468
"Anthyllis cytisoides",-1.4372,38.1168
"Anthyllis cytisoides",-1.6694,37.8944
"Anthyllis cytisoides",-1.7722,37.8685
"Anthyllis cytisoides",-1.5041,37.631
"Anthyllis cytisoides",0.9505,41.1454
"Anthyllis cytisoides",0.9156,41.1177
"Anthyllis cytisoides",-0.1376,40.1013
"Anthyllis cytisoides",-0.8772,39.7028
"Anthyllis cytisoides",-1.2133,39.3301
"Anthyllis cytisoides",-0.308,39.6459
"Anthyllis cytisoides",-0.3098,39.8982
"Anthyllis cytisoides",1.5549,39.0825
"Anthyllis cytisoides",-8.7905,43.2798
"Anthyllis cytisoides",-4.08,37.443
"Anthyllis cytisoides",-0.48,38.34
"Anthyllis cytisoides",-0.74,38.47
"Anthyllis cytisoides",-1.938,37.028
"Anthyllis cytisoides",-4.74,36.81
"Anthyllis cytisoides",-3.846,36.804
"Anthyllis cytisoides",-1.00274,38.15529
"Anthyllis cytisoides",2.5819,39.6684
"Anthyllis cytisoides",-4.21313,37.49139
"Anthyllis cytisoides",-4.74966,36.96593
"Anthyllis cytisoides",-2.12081,36.89192
"Anthyllis cytisoides",-2.10049,37.52469
"Anthyllis cytisoides",-2.13003,37.34124
